recID,Origin,Dest,FlightCount,DepDelay,ArrDelay,AirportNameOrigin,LatOrigin,LongOrigin,AirportNameDest,LatDest,LongDest,origRating,destRating
266,MSP,LGA,2723,41415.0,53759.0,Minneapolis St Paul Intl,44.881956,-93.221767,La Guardia,40.777245,-73.872608,1,2
267,MSP,MCO,1931,9605.0,13589.0,Minneapolis St Paul Intl,44.881956,-93.221767,Orlando Intl,28.429394,-81.308994,1,2
268,MSP,ORD,9356,103325.0,112991.0,Minneapolis St Paul Intl,44.881956,-93.221767,Chicago Ohare Intl,41.978603,-87.904842,1,3
269,MSP,PHX,3515,17352.0,16376.0,Minneapolis St Paul Intl,44.881956,-93.221767,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,1,1
270,MSP,SEA,2475,22410.0,26705.0,Minneapolis St Paul Intl,44.881956,-93.221767,Seattle Tacoma Intl,47.449,-122.309306,1,1
271,MSP,SFO,1909,27641.0,32936.0,Minneapolis St Paul Intl,44.881956,-93.221767,San Francisco Intl,37.618972,-122.374889,1,3
272,MSP,SLC,2197,13486.0,12157.0,Minneapolis St Paul Intl,44.881956,-93.221767,Salt Lake City Intl,40.788389,-111.977772,1,1
273,ORD,ATL,7449,116677.0,116186.0,Chicago Ohare Intl,41.978603,-87.904842,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,3,3
274,ORD,BOS,7133,140203.0,118416.0,Chicago Ohare Intl,41.978603,-87.904842,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,3,1
275,ORD,BWI,3552,54410.0,45063.0,Chicago Ohare Intl,41.978603,-87.904842,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,3,1
276,ORD,CLT,6013,91343.0,79059.0,Chicago Ohare Intl,41.978603,-87.904842,Charlotte Douglas Intl,35.214,-80.943139,3,2
277,ORD,DEN,5773,93489.0,91384.0,Chicago Ohare Intl,41.978603,-87.904842,Denver Intl,39.861655999999996,-104.67317800000001,3,2
278,ORD,DFW,8093,130323.0,118148.0,Chicago Ohare Intl,41.978603,-87.904842,Dallas Fort Worth Intl,32.896828,-97.037997,3,3
279,ORD,DTW,7602,103799.0,101057.0,Chicago Ohare Intl,41.978603,-87.904842,Detroit Metro Wayne Co,42.212444,-83.353389,3,2
280,ORD,EWR,7174,221793.0,180997.0,Chicago Ohare Intl,41.978603,-87.904842,Newark Liberty Intl,40.6925,-74.168667,3,3
281,ORD,IAH,5463,94477.0,83029.0,Chicago Ohare Intl,41.978603,-87.904842,George Bush Intercontinental,29.984433000000003,-95.341442,3,3
282,ORD,JFK,3684,70701.0,66228.0,Chicago Ohare Intl,41.978603,-87.904842,John F Kennedy Intl,40.639751000000004,-73.778925,3,3
283,ORD,LAS,5257,85292.0,77220.0,Chicago Ohare Intl,41.978603,-87.904842,Mc Carran Intl,36.080056,-115.15225,3,1
284,ORD,LAX,6974,132421.0,116586.0,Chicago Ohare Intl,41.978603,-87.904842,Los Angeles Intl,33.942536,-118.408075,3,2
285,ORD,LGA,10770,226044.0,209318.0,Chicago Ohare Intl,41.978603,-87.904842,La Guardia,40.777245,-73.872608,3,2
286,ORD,MCO,3798,65130.0,60167.0,Chicago Ohare Intl,41.978603,-87.904842,Orlando Intl,28.429394,-81.308994,3,2
287,ORD,MSP,9688,133851.0,109971.0,Chicago Ohare Intl,41.978603,-87.904842,Minneapolis St Paul Intl,44.881956,-93.221767,3,1
288,ORD,PHX,5124,77545.0,70225.0,Chicago Ohare Intl,41.978603,-87.904842,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,3,1
289,ORD,SEA,4802,89614.0,77541.0,Chicago Ohare Intl,41.978603,-87.904842,Seattle Tacoma Intl,47.449,-122.309306,3,1
290,ORD,SFO,5524,105047.0,98617.0,Chicago Ohare Intl,41.978603,-87.904842,San Francisco Intl,37.618972,-122.374889,3,3
291,ORD,SLC,2860,53946.0,54104.0,Chicago Ohare Intl,41.978603,-87.904842,Salt Lake City Intl,40.788389,-111.977772,3,1
292,PHX,ATL,4607,22970.0,-398.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,1,3
293,PHX,BOS,1067,7896.0,657.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,1,1
294,PHX,BWI,2103,18981.0,-2496.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,1,1
295,PHX,CLT,2183,21282.0,8405.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,Charlotte Douglas Intl,35.214,-80.943139,1,2
296,PHX,DEN,8402,60219.0,36075.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,Denver Intl,39.861655999999996,-104.67317800000001,1,2
297,PHX,DFW,5387,32056.0,15061.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,Dallas Fort Worth Intl,32.896828,-97.037997,1,3
298,PHX,DTW,2929,16568.0,3331.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,Detroit Metro Wayne Co,42.212444,-83.353389,1,2
299,PHX,EWR,2579,43826.0,30203.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,Newark Liberty Intl,40.6925,-74.168667,1,3
300,PHX,IAH,4197,33160.0,19680.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,George Bush Intercontinental,29.984433000000003,-95.341442,1,3
301,PHX,JFK,2256,32216.0,22353.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,John F Kennedy Intl,40.639751000000004,-73.778925,1,3
302,PHX,LAS,10337,97181.0,98021.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,Mc Carran Intl,36.080056,-115.15225,1,1
303,PHX,LAX,9992,80101.0,57876.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,Los Angeles Intl,33.942536,-118.408075,1,2
304,PHX,MCO,1039,6637.0,-2701.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,Orlando Intl,28.429394,-81.308994,1,2
305,PHX,MSP,3508,20795.0,10880.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,Minneapolis St Paul Intl,44.881956,-93.221767,1,1
306,PHX,ORD,5130,82394.0,61950.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,Chicago Ohare Intl,41.978603,-87.904842,1,3
307,PHX,SEA,5072,45521.0,31128.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,Seattle Tacoma Intl,47.449,-122.309306,1,1
308,PHX,SFO,4884,69130.0,52119.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,San Francisco Intl,37.618972,-122.374889,1,3
309,PHX,SLC,7177,49453.0,25612.0,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,Salt Lake City Intl,40.788389,-111.977772,1,1
310,SEA,ATL,2571,15640.0,5557.0,Seattle Tacoma Intl,47.449,-122.309306,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,1,3
311,SEA,BOS,980,3786.0,943.0,Seattle Tacoma Intl,47.449,-122.309306,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,1,1
312,SEA,BWI,242,3656.0,3150.0,Seattle Tacoma Intl,47.449,-122.309306,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,1,1
313,SEA,CLT,480,5790.0,4492.0,Seattle Tacoma Intl,47.449,-122.309306,Charlotte Douglas Intl,35.214,-80.943139,1,2
314,SEA,DEN,6623,58697.0,30787.0,Seattle Tacoma Intl,47.449,-122.309306,Denver Intl,39.861655999999996,-104.67317800000001,1,2
315,SEA,DFW,3917,45656.0,35060.0,Seattle Tacoma Intl,47.449,-122.309306,Dallas Fort Worth Intl,32.896828,-97.037997,1,3
316,SEA,DTW,1172,10007.0,7192.0,Seattle Tacoma Intl,47.449,-122.309306,Detroit Metro Wayne Co,42.212444,-83.353389,1,2
317,SEA,EWR,2026,30163.0,22900.0,Seattle Tacoma Intl,47.449,-122.309306,Newark Liberty Intl,40.6925,-74.168667,1,3
318,SEA,IAH,2395,29247.0,19276.0,Seattle Tacoma Intl,47.449,-122.309306,George Bush Intercontinental,29.984433000000003,-95.341442,1,3
319,SEA,JFK,1852,10479.0,6438.0,Seattle Tacoma Intl,47.449,-122.309306,John F Kennedy Intl,40.639751000000004,-73.778925,1,3
320,SEA,LAS,5051,40789.0,20570.0,Seattle Tacoma Intl,47.449,-122.309306,Mc Carran Intl,36.080056,-115.15225,1,1
321,SEA,LAX,6865,46669.0,16258.0,Seattle Tacoma Intl,47.449,-122.309306,Los Angeles Intl,33.942536,-118.408075,1,2
322,SEA,MCO,731,2117.0,-423.0,Seattle Tacoma Intl,47.449,-122.309306,Orlando Intl,28.429394,-81.308994,1,2
323,SEA,MSP,2474,21154.0,20538.0,Seattle Tacoma Intl,47.449,-122.309306,Minneapolis St Paul Intl,44.881956,-93.221767,1,1
324,SEA,ORD,4608,77244.0,65657.0,Seattle Tacoma Intl,47.449,-122.309306,Chicago Ohare Intl,41.978603,-87.904842,1,3
325,SEA,PHX,5062,29391.0,5569.0,Seattle Tacoma Intl,47.449,-122.309306,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,1,1
326,SEA,SFO,5409,77386.0,62084.0,Seattle Tacoma Intl,47.449,-122.309306,San Francisco Intl,37.618972,-122.374889,1,3
327,SEA,SLC,3774,34293.0,21538.0,Seattle Tacoma Intl,47.449,-122.309306,Salt Lake City Intl,40.788389,-111.977772,1,1
328,SFO,ATL,3098,25064.0,7957.0,San Francisco Intl,37.618972,-122.374889,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,3,3
329,SFO,BOS,2594,39220.0,24795.0,San Francisco Intl,37.618972,-122.374889,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,3,1
330,SFO,BWI,366,8786.0,5138.0,San Francisco Intl,37.618972,-122.374889,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,3,1
331,SFO,CLT,1429,7003.0,-1691.0,San Francisco Intl,37.618972,-122.374889,Charlotte Douglas Intl,35.214,-80.943139,3,2
332,SFO,DEN,5374,62741.0,51649.0,San Francisco Intl,37.618972,-122.374889,Denver Intl,39.861655999999996,-104.67317800000001,3,2
333,SFO,DFW,3487,52161.0,35360.0,San Francisco Intl,37.618972,-122.374889,Dallas Fort Worth Intl,32.896828,-97.037997,3,3
334,SFO,DTW,1160,2557.0,-1172.0,San Francisco Intl,37.618972,-122.374889,Detroit Metro Wayne Co,42.212444,-83.353389,3,2
335,SFO,EWR,3137,59753.0,42890.0,San Francisco Intl,37.618972,-122.374889,Newark Liberty Intl,40.6925,-74.168667,3,3
336,SFO,IAH,2660,29419.0,18643.0,San Francisco Intl,37.618972,-122.374889,George Bush Intercontinental,29.984433000000003,-95.341442,3,3
337,SFO,JFK,6971,108577.0,93975.0,San Francisco Intl,37.618972,-122.374889,John F Kennedy Intl,40.639751000000004,-73.778925,3,3
338,SFO,LAS,7007,85328.0,73444.0,San Francisco Intl,37.618972,-122.374889,Mc Carran Intl,36.080056,-115.15225,3,1
339,SFO,LAX,13788,169062.0,125374.0,San Francisco Intl,37.618972,-122.374889,Los Angeles Intl,33.942536,-118.408075,3,2
340,SFO,MCO,366,6973.0,5107.0,San Francisco Intl,37.618972,-122.374889,Orlando Intl,28.429394,-81.308994,3,2
341,SFO,MSP,1984,6784.0,5146.0,San Francisco Intl,37.618972,-122.374889,Minneapolis St Paul Intl,44.881956,-93.221767,3,1
342,SFO,ORD,5746,100756.0,81607.0,San Francisco Intl,37.618972,-122.374889,Chicago Ohare Intl,41.978603,-87.904842,3,3
343,SFO,PHX,4870,32235.0,9583.0,San Francisco Intl,37.618972,-122.374889,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,3,1
344,SFO,SEA,5414,80216.0,74488.0,San Francisco Intl,37.618972,-122.374889,Seattle Tacoma Intl,47.449,-122.309306,3,1
345,SFO,SLC,4064,53437.0,48350.0,San Francisco Intl,37.618972,-122.374889,Salt Lake City Intl,40.788389,-111.977772,3,1
346,SLC,ATL,2866,18680.0,10319.0,Salt Lake City Intl,40.788389,-111.977772,Hartsfield Jackson Atlanta Intl,33.636719,-84.428067,1,3
347,SLC,BOS,707,3649.0,2312.0,Salt Lake City Intl,40.788389,-111.977772,General Edward Lawrence Logan Intl,42.364346999999995,-71.00518100000001,1,1
348,SLC,BWI,728,5185.0,-32.0,Salt Lake City Intl,40.788389,-111.977772,Baltimore Washington Intl,39.175360999999995,-76.66833299999999,1,1
349,SLC,CLT,211,941.0,263.0,Salt Lake City Intl,40.788389,-111.977772,Charlotte Douglas Intl,35.214,-80.943139,1,2
350,SLC,DEN,9269,64388.0,37268.0,Salt Lake City Intl,40.788389,-111.977772,Denver Intl,39.861655999999996,-104.67317800000001,1,2
351,SLC,DFW,3149,21360.0,15302.0,Salt Lake City Intl,40.788389,-111.977772,Dallas Fort Worth Intl,32.896828,-97.037997,1,3
352,SLC,DTW,573,534.0,-1264.0,Salt Lake City Intl,40.788389,-111.977772,Detroit Metro Wayne Co,42.212444,-83.353389,1,2
353,SLC,EWR,812,13482.0,9048.0,Salt Lake City Intl,40.788389,-111.977772,Newark Liberty Intl,40.6925,-74.168667,1,3
354,SLC,IAH,2698,20784.0,-524.0,Salt Lake City Intl,40.788389,-111.977772,George Bush Intercontinental,29.984433000000003,-95.341442,1,3
355,SLC,JFK,1784,9782.0,10012.0,Salt Lake City Intl,40.788389,-111.977772,John F Kennedy Intl,40.639751000000004,-73.778925,1,3
356,SLC,LAS,5373,41636.0,28861.0,Salt Lake City Intl,40.788389,-111.977772,Mc Carran Intl,36.080056,-115.15225,1,1
357,SLC,LAX,5178,34928.0,17635.0,Salt Lake City Intl,40.788389,-111.977772,Los Angeles Intl,33.942536,-118.408075,1,2
358,SLC,LGA,24,153.0,300.0,Salt Lake City Intl,40.788389,-111.977772,La Guardia,40.777245,-73.872608,1,2
359,SLC,MCO,687,2751.0,-877.0,Salt Lake City Intl,40.788389,-111.977772,Orlando Intl,28.429394,-81.308994,1,2
360,SLC,MSP,2191,9199.0,6593.0,Salt Lake City Intl,40.788389,-111.977772,Minneapolis St Paul Intl,44.881956,-93.221767,1,1
361,SLC,ORD,2863,38062.0,35527.0,Salt Lake City Intl,40.788389,-111.977772,Chicago Ohare Intl,41.978603,-87.904842,1,3
362,SLC,PHX,7168,41984.0,16308.0,Salt Lake City Intl,40.788389,-111.977772,Phoenix Sky Harbor Intl,33.434278000000006,-112.011583,1,1
363,SLC,SEA,3771,27569.0,19915.0,Salt Lake City Intl,40.788389,-111.977772,Seattle Tacoma Intl,47.449,-122.309306,1,1
364,SLC,SFO,3705,57086.0,66473.0,Salt Lake City Intl,40.788389,-111.977772,San Francisco Intl,37.618972,-122.374889,1,3
