Date,UniqueCarrier,Cancelled,Flights,DepDelay
4/1/2007,OO,1148,48388,6.266257409
4/1/2007,UA,982,40822,12.41295181
4/1/2007,US,569,41334,14.22374586
4/1/2007,WN,502,96085,8.950095728
4/1/2007,XE,860,34233,13.01360381
4/1/2007,YV,805,25475,12.24406161
5/1/2007,9E,162,21295,5.220934084
5/1/2007,AA,1193,53754,11.61996537
5/1/2007,AQ,59,3819,3.974202128
5/1/2007,AS,120,14075,7.695521319
5/1/2007,B6,50,15864,7.849563678
5/1/2007,CO,96,27885,11.28615639
5/1/2007,DL,216,38747,3.523007449
5/1/2007,EV,215,23437,10.3728361
5/1/2007,F9,30,8532,8.004940014
5/1/2007,FL,80,22570,3.980480213
5/1/2007,HA,10,4707,-1.731956568
5/1/2007,MQ,1027,46088,10.66429951
5/1/2007,NW,343,36910,5.712472995
5/1/2007,OH,231,19242,7.893956131
5/1/2007,OO,586,49696,6.175096722
5/1/2007,UA,370,41520,9.576087485
5/1/2007,US,641,42215,10.81163708
5/1/2007,WN,380,98773,8.796936774
5/1/2007,XE,485,36226,10.40329034
5/1/2007,YV,547,26254,6.725094332
6/1/2007,9E,465,21816,10.05868578
6/1/2007,AA,1929,52070,23.39283221
6/1/2007,AQ,84,3900,3.825733753
6/1/2007,AS,162,14315,13.32791634
6/1/2007,B6,389,15624,20.56527732
6/1/2007,CO,312,27366,19.06856657
6/1/2007,DL,633,40200,14.61609422
6/1/2007,EV,1082,25164,27.84781164
6/1/2007,F9,31,8364,12.10596424
6/1/2007,FL,286,22691,14.25351484
6/1/2007,HA,10,4808,-0.186952897
6/1/2007,MQ,2669,44952,20.44871461
6/1/2007,NW,1895,36005,12.71172677
6/1/2007,OH,1010,20023,15.91069268
6/1/2007,OO,837,50818,7.710449971
6/1/2007,UA,848,40987,18.80669673
6/1/2007,US,1144,40547,18.05050377
6/1/2007,WN,423,96693,15.38439805
6/1/2007,XE,1389,37140,16.40947106
6/1/2007,YV,1645,25797,13.06893839
7/1/2007,9E,418,22190,7.314532427
7/1/2007,AA,1090,53837,19.23186153
7/1/2007,AQ,14,3921,0.93729204
7/1/2007,AS,179,14797,14.26809413
7/1/2007,B6,258,16426,20.10007422
7/1/2007,CO,352,27889,17.23426662
7/1/2007,DL,625,41606,15.65830507
7/1/2007,EV,1061,25551,29.8242548
7/1/2007,F9,13,9024,9.351792254
7/1/2007,FL,236,23663,15.68378367
7/1/2007,HA,32,5060,-1.160103421
7/1/2007,MQ,2041,46794,16.24565951
7/1/2007,NW,1155,36009,11.01078786
7/1/2007,OH,1112,20503,16.27930483
7/1/2007,OO,882,53050,7.512785616
7/1/2007,UA,912,42486,15.58526964
7/1/2007,US,795,41673,15.16113802
7/1/2007,WN,356,100397,14.70433122
7/1/2007,XE,1320,38981,15.3315366
7/1/2007,YV,655,24703,10.91554391
8/1/2007,9E,870,22840,11.40487028
8/1/2007,AA,971,53800,15.07675708
8/1/2007,AQ,7,4069,-2.015017233
8/1/2007,AS,227,14722,15.59758537
8/1/2007,B6,156,16655,17.80641251
8/1/2007,CO,251,28483,14.41888637
8/1/2007,DL,544,41763,13.30495645
8/1/2007,EV,1054,26026,28.22176838
8/1/2007,F9,15,8790,8.867464387
8/1/2007,FL,277,23259,13.84348621
8/1/2007,HA,40,5036,-1.316853483
8/1/2007,MQ,1731,47061,14.52225899
8/1/2007,NW,303,35142,10.82370332
8/1/2007,OH,716,20772,13.77727363
8/1/2007,OO,994,53955,8.183682332
8/1/2007,UA,1189,43176,17.33812847
8/1/2007,US,651,41211,13.13745069
8/1/2007,WN,489,101673,13.03398759
8/1/2007,XE,833,39905,11.22990889
8/1/2007,YV,977,24941,12.16553998
9/1/2007,9E,509,21238,6.117854214
9/1/2007,AA,893,51266,8.574811903
9/1/2007,AQ,12,3723,-2.05685799
9/1/2007,AS,169,13402,8.512808887
9/1/2007,B6,107,15123,1.963705381
9/1/2007,CO,43,24746,2.751852002
9/1/2007,DL,268,38815,4.839598412
9/1/2007,EV,549,22644,23.09445576
9/1/2007,F9,7,7928,1.698396667
9/1/2007,FL,79,21004,3.775531661
9/1/2007,HA,17,4581,-1.169149869
9/1/2007,MQ,839,44669,6.918480493
9/1/2007,NW,100,32170,5.30349236
9/1/2007,OH,166,18673,5.779380775
9/1/2007,OO,560,48869,3.750750378
9/1/2007,UA,654,39276,8.001191031
9/1/2007,US,320,37774,5.723474128
9/1/2007,WN,586,96586,6.062708333
9/1/2007,XE,243,35317,3.633660261
9/1/2007,YV,386,22383,5.281720235
10/1/2007,9E,614,22290,5.611413545
10/1/2007,AA,523,53472,9.663884115
10/1/2007,AQ,35,3763,1.747585837
10/1/2007,AS,213,13337,9.439804938
10/1/2007,B6,107,15518,9.293880994
10/1/2007,CO,121,27381,8.702017608
10/1/2007,DL,354,41345,4.755800054
10/1/2007,EV,521,25033,19.57804341
10/1/2007,F9,3,8279,3.5760029
10/1/2007,FL,79,21706,7.043371711
10/1/2007,HA,10,4707,-0.988290398
10/1/2007,MQ,831,46034,7.562573281
10/1/2007,NW,164,33446,5.588606454
10/1/2007,OH,397,19719,9.358606769
10/1/2007,OO,644,51029,4.689907711
10/1/2007,UA,725,41235,11.03322636
10/1/2007,US,304,40018,7.497784157
10/1/2007,WN,510,100212,7.776162966
10/1/2007,XE,630,38320,8.561501725
10/1/2007,YV,542,23148,8.005794922
11/1/2007,9E,228,20813,4.797765363
11/1/2007,AA,545,51229,10.05037093
11/1/2007,AQ,31,3884,0.200363353
11/1/2007,AS,136,12292,7.221043106
11/1/2007,B6,39,16073,8.104839716
11/1/2007,CO,61,26316,7.950561798
11/1/2007,DL,301,39381,2.696289662
11/1/2007,EV,224,23567,12.95707493
11/1/2007,F9,4,7859,3.026861871
11/1/2007,FL,159,21781,5.721764869
11/1/2007,HA,32,4543,-1.181334516
11/1/2007,MQ,738,44175,8.750535258
11/1/2007,NW,91,31950,3.704761606
11/1/2007,OH,272,18962,8.367897271
11/1/2007,OO,743,48423,4.194840604
11/1/2007,UA,515,38803,10.97905349
11/1/2007,US,501,38499,5.995973472
11/1/2007,WN,572,97798,7.787957954
11/1/2007,XE,429,35749,11.44176104
11/1/2007,YV,658,23052,9.389881218
12/1/2007,9E,1732,21888,24.40821592
12/1/2007,AA,1784,52576,19.93103245
12/1/2007,AQ,51,4027,-0.728873239
12/1/2007,AS,195,12836,10.77936872
12/1/2007,B6,423,17078,18.42089463
12/1/2007,CO,531,27153,14.07602735
12/1/2007,DL,811,39123,8.800114847
12/1/2007,EV,630,23584,19.64877581
12/1/2007,F9,76,7987,17.56351915
12/1/2007,FL,403,22578,11.61975197
12/1/2007,HA,50,4691,-1.174100409
12/1/2007,MQ,3712,44559,22.34284036
12/1/2007,NW,568,32144,13.49971497
12/1/2007,OH,882,16384,20.3446007
12/1/2007,OO,2525,50345,15.03163948
12/1/2007,UA,2272,40008,24.58185817
12/1/2007,US,710,39203,9.149195958
12/1/2007,WN,1265,99422,14.36137005
12/1/2007,XE,1273,35880,16.99422082
12/1/2007,YV,1600,22673,21.47145637
1/1/2008,9E,1133,22848,13.84163021
1/1/2008,AA,1657,52410,15.84261029
1/1/2008,AQ,25,4028,-0.834124407
1/1/2008,AS,355,12729,9.807661225
1/1/2008,B6,211,16447,8.316703622
1/1/2008,CO,193,25177,9.060918988
1/1/2008,DL,1199,38256,5.748927328
1/1/2008,EV,1128,23115,13.07213353
1/1/2008,F9,14,7692,6.579317531
1/1/2008,FL,238,20519,5.748631724
1/1/2008,HA,36,4679,-2.482231316
1/1/2008,MQ,2447,43454,14.56014827
1/1/2008,NW,279,30908,6.694733749
1/1/2008,OH,501,18644,8.654301935
1/1/2008,OO,2564,48992,15.64112174
1/1/2008,UA,1481,38026,20.79770146
1/1/2008,US,666,39226,6.318879668
1/1/2008,WN,1138,101396,11.59945341
1/1/2008,XE,603,35058,10.55330141
1/1/2008,YV,1440,22161,14.35804257
2/1/2008,9E,1286,21008,16.01997769
2/1/2008,AA,2301,48618,17.48565322
2/1/2008,AQ,17,3772,-1.998668442
2/1/2008,AS,206,11882,7.305241521
2/1/2008,B6,365,15984,15.70567898
2/1/2008,CO,411,24326,14.13435083
2/1/2008,DL,678,36275,6.950304801
2/1/2008,EV,611,22095,16.9214299
2/1/2008,F9,41,7126,8.034580099
2/1/2008,FL,295,20340,14.6240459
2/1/2008,HA,11,4390,-1.627768897
2/1/2008,MQ,3025,40221,16.63458436
2/1/2008,NW,551,29102,10.12468915
2/1/2008,OH,1071,17081,13.65783885
2/1/2008,OO,2120,46140,11.66276692
2/1/2008,UA,1519,36764,17.73264293
2/1/2008,US,719,36815,8.407856826
2/1/2008,WN,1797,94484,15.75370872
2/1/2008,XE,1385,32098,13.26897405
2/1/2008,YV,2187,20715,18.50766408
3/1/2008,9E,1164,22534,11.75095929
3/1/2008,AA,2908,52021,17.42204712
3/1/2008,AS,85,12757,6.846590909
3/1/2008,B6,199,17906,14.19602417
3/1/2008,CO,393,27216,18.59676397
3/1/2008,DL,855,39829,10.45776672
3/1/2008,EV,487,24014,17.56671059
3/1/2008,F9,36,7953,8.342048756
3/1/2008,FL,241,23351,13.29766335
3/1/2008,HA,36,4705,-1.732705076
3/1/2008,MQ,2481,42159,14.29449569
3/1/2008,NW,368,31833,9.408485619
3/1/2008,OH,778,18699,14.04190614
3/1/2008,OO,1382,51318,7.110841878
3/1/2008,UA,934,40449,13.64367962
3/1/2008,US,590,39403,7.194522454
3/1/2008,WN,891,102314,12.74779882
3/1/2008,XE,1633,36623,16.59811375
3/1/2008,YV,722,21006,9.945819365
4/1/2008,9E,514,21969,6.459752971
4/1/2008,AA,3918,51470,12.26179761
4/1/2008,AS,158,12517,5.067400275
4/1/2008,B6,127,17141,9.844716116
4/1/2008,CO,87,25983,10.37337813
4/1/2008,DL,319,37049,7.901306834
4/1/2008,EV,120,23159,10.59933157
4/1/2008,F9,7,7909,3.983675019
4/1/2008,FL,129,22646,5.334680464
4/1/2008,HA,29,4611,0.880183326
4/1/2008,MQ,1007,42026,9.722884517
4/1/2008,NW,209,30956,6.365303932
4/1/2008,OH,268,17510,8.878436376
4/1/2008,OO,707,48734,3.492868595
4/1/2008,UA,682,38797,12.52291749
4/1/2008,US,415,38095,4.923752654
4/1/2008,WN,554,100772,7.970514279
4/1/2008,XE,304,34978,8.519034435
4/1/2008,YV,801,21804,11.3094796
5/1/2008,9E,197,22212,3.409311833
5/1/2008,AA,1119,53250,13.74126719
5/1/2008,AS,127,13137,5.515987702
5/1/2008,B6,27,16169,5.92565977
5/1/2008,CO,80,26238,11.50565792
5/1/2008,DL,156,36349,3.568590611
5/1/2008,EV,57,23232,4.20038835
5/1/2008,F9,9,8581,5.977018199
5/1/2008,FL,110,23386,4.18512631
5/1/2008,HA,15,4688,2.190669805
5/1/2008,MQ,1201,43348,8.687095167
5/1/2008,NW,124,31756,4.612923622
5/1/2008,OH,190,17082,7.110762491
5/1/2008,OO,445,48632,4.15398344
5/1/2008,UA,718,39864,12.0504777
5/1/2008,US,355,38935,4.180378434
5/1/2008,WN,375,102591,9.428856539
5/1/2008,XE,425,34660,9.622725281
5/1/2008,YV,499,22183,8.412193322
6/1/2008,9E,347,21506,6.686941727
6/1/2008,AA,1023,50842,20.64708244
6/1/2008,AS,104,13390,6.990215264
6/1/2008,B6,363,16525,16.30615023
6/1/2008,CO,220,26378,18.09075617
6/1/2008,DL,479,37844,9.559641376
6/1/2008,EV,148,24876,9.853728567
6/1/2008,F9,20,8600,7.322261072
6/1/2008,FL,156,23311,11.86370114
6/1/2008,HA,17,5301,-0.728046934
6/1/2008,MQ,1865,43921,14.77879494
6/1/2008,NW,417,31821,11.98436505
6/1/2008,OH,633,17328,15.60886493
6/1/2008,OO,958,49636,9.507662599
6/1/2008,UA,1204,40237,22.07913817
6/1/2008,US,720,38567,8.234021191
6/1/2008,WN,326,100890,13.58379738
6/1/2008,XE,976,35254,16.31393313
6/1/2008,YV,955,22438,17.72461947
7/1/2008,9E,287,21768,4.638238443
7/1/2008,AA,819,52924,14.63231936
7/1/2008,AS,98,14190,6.097431167
7/1/2008,B6,553,17460,19.7970663
7/1/2008,CO,297,27494,13.73467662
7/1/2008,DL,905,39335,16.30301848
7/1/2008,EV,704,26162,18.5899128
7/1/2008,F9,17,9328,5.198367522
7/1/2008,FL,285,24061,20.30858849
7/1/2008,HA,151,5632,2.970808247
7/1/2008,MQ,1127,45287,9.618025362
7/1/2008,NW,202,32283,5.692559459
7/1/2008,OH,814,18292,16.81262158
7/1/2008,OO,652,49654,7.469164524
7/1/2008,UA,1328,41381,16.81050109
7/1/2008,US,683,39809,8.135817615
7/1/2008,WN,663,103649,9.946633523
7/1/2008,XE,492,36582,10.86273206
7/1/2008,YV,521,22640,14.03264162
8/1/2008,9E,176,21456,1.079652256
8/1/2008,AA,1208,53186,13.68253877
8/1/2008,AS,154,13765,7.556314745
8/1/2008,B6,557,17482,22.23161004
8/1/2008,CO,193,27088,15.71243726
8/1/2008,DL,597,38173,9.272221631
8/1/2008,EV,527,25286,13.03449251
8/1/2008,F9,24,9011,4.604651163
8/1/2008,FL,174,23534,10.7791524
8/1/2008,HA,47,5597,-0.821621622
8/1/2008,MQ,1167,43704,7.403625079
8/1/2008,NW,139,29572,3.301770122
8/1/2008,OH,800,17567,14.06095306
8/1/2008,OO,381,49784,4.158148291
8/1/2008,UA,844,40325,15.15154125
8/1/2008,US,672,38293,6.233380293
8/1/2008,WN,585,101797,8.250207485
8/1/2008,XE,1151,35136,13.4170075
8/1/2008,YV,439,21523,10.42150446
9/1/2008,9E,263,20854,0.35005585
9/1/2008,AA,704,48215,6.30971775
9/1/2008,AS,67,12082,2.285559717
9/1/2008,B6,156,14078,5.358856486
9/1/2008,CO,1304,21514,5.332459179
9/1/2008,DL,418,36304,2.655408795
9/1/2008,EV,219,20869,4.185230024
9/1/2008,F9,33,7521,-1.188568376
9/1/2008,FL,167,19152,0.684277061
9/1/2008,HA,11,4892,-2.5560336
9/1/2008,MQ,984,39471,4.640450022
9/1/2008,NW,122,25183,1.170942899
9/1/2008,OH,333,15423,7.004440027
9/1/2008,OO,404,44047,2.795110327
9/1/2008,UA,339,34508,7.684509351
9/1/2008,US,424,35739,2.174798244
9/1/2008,WN,2286,98130,3.825612454
9/1/2008,XE,1369,23151,4.348866036
9/1/2008,YV,310,19775,9.101412792
10/1/2008,9E,143,22216,0.405450677
10/1/2008,AA,321,49788,5.123413629
10/1/2008,AS,93,12294,2.651294233
10/1/2008,B6,52,14547,1.996275862
10/1/2008,CO,60,22778,7.422887324
10/1/2008,DL,227,38645,4.882816769
10/1/2008,EV,80,21428,6.739826738
10/1/2008,F9,14,7569,1.290800794
10/1/2008,FL,65,20544,3.954736328
10/1/2008,HA,27,5435,0.650582363
10/1/2008,MQ,295,38170,3.208099195
10/1/2008,NW,41,25560,0.516573936
10/1/2008,OH,53,13547,3.59439834
10/1/2008,OO,294,44695,1.728416457
10/1/2008,UA,238,35481,4.912019967
10/1/2008,US,257,36982,0.692071096
10/1/2008,WN,620,101756,4.661495566
10/1/2008,XE,139,24095,5.473293273
10/1/2008,YV,230,20675,6.073397185
11/1/2008,9E,282,21371,2.190868618
11/1/2008,AA,404,44832,5.914173228
11/1/2008,AS,65,11029,4.302817544
11/1/2008,B6,110,15645,6.500482657
11/1/2008,CO,28,21572,8.959112637
11/1/2008,DL,300,36939,5.634811076
11/1/2008,EV,157,22865,9.924817325
11/1/2008,F9,17,7106,4.798561151
11/1/2008,FL,84,20212,5.699786378
11/1/2008,HA,60,5783,0.465071603
11/1/2008,MQ,370,33908,5.279066996
11/1/2008,NW,51,24043,1.919524901
11/1/2008,OH,158,12723,7.293850927
11/1/2008,OO,460,41287,3.631591827
11/1/2008,UA,254,31040,6.137863889
11/1/2008,US,319,35091,2.518250273
11/1/2008,WN,861,96144,6.448257406
11/1/2008,XE,222,22285,5.484413231
11/1/2008,YV,256,19397,5.434959562
12/1/2008,9E,1308,22466,15.02439714
12/1/2008,AA,1058,47329,15.44768998
12/1/2008,AS,627,11330,19.02930745
12/1/2008,B6,485,16707,22.60874923
12/1/2008,CO,436,22691,23.11631454
12/1/2008,DL,680,36933,12.56375413
12/1/2008,EV,788,23474,16.92598786
12/1/2008,F9,71,7366,16.63743491
12/1/2008,FL,292,20628,12.31999607
12/1/2008,HA,130,6113,6.478115603
12/1/2008,MQ,2362,35024,20.3680083
12/1/2008,NW,403,24635,14.50447294
12/1/2008,OH,863,13711,20.88770594
12/1/2008,OO,2069,44240,18.76906885
12/1/2008,UA,1000,32643,17.82580157
12/1/2008,US,762,36634,9.152826511
12/1/2008,WN,2293,97831,20.85553579
12/1/2008,XE,1293,24590,18.15532899
12/1/2008,YV,859,20613,18.73728814
